t sigx_gt0 sigx_gt1 sigx_gt2 sigx_gt3 sigx_gt4 sigx_gt5 sigy_gt0 sigy_gt1 sigy_gt2 sigy_gt3 sigy_gt4 sigy_gt5 sigx_pr0 sigx_pr1 sigx_pr2 sigx_pr3 sigx_pr4 sigx_pr5 sigy_pr0 sigy_pr1 sigy_pr2 sigy_pr3 sigy_pr4 sigy_pr5
10.0 -420.7669175269294 -194.68382669873114 -97.72690393845582 18.82451940784714 98.27819848611553 107.04142952851028 -420.7669175269294 -121.52954019526409 58.630194581337335 40.355003235078115 98.27819848611553 107.04142952851028 -435.1238953539596 -195.0470766962409 -95.78688668798478 15.58436776708134 93.71241572601694 103.22951652470834 -435.1238953539596 -122.2627983317206 58.890084784012544 33.65733013240543 93.71241572601701 103.22951652470834
11.0 -393.70402816310445 -188.3300894596848 -95.53400001214061 20.303194527681942 95.99285142516756 115.12263322312091 -393.70402816310445 -116.6861651215121 56.5651034688463 43.75783201569921 95.99285142516756 115.12263322312091 -405.66692155408293 -187.67409234562936 -93.27257155065806 17.0901867105658 91.49179556649224 112.27994591505754 -405.66692155408293 -116.850493133559 56.61593455085019 37.13998338749921 91.49179556649233 112.27994591505751
12.0 -374.0407897740412 -182.69480358271596 -93.43897135330548 21.72522073256048 93.83309395817447 122.87084973991801 -374.0407897740412 -112.50990315206042 54.750021692699704 47.06954854420786 93.83309395817447 122.87084973991801 -383.6538213714514 -181.2593421884977 -90.93751708784063 18.557971794232525 89.42665068151999 120.99581764802019 -383.6538213714514 -112.25163099064662 54.64203020097072 40.57501347573292 89.42665068152004 120.99581764802018
13.0 -358.99223277465273 -177.65151579464288 -91.43761098044584 23.09365022495863 91.79052191558495 130.3087072361219 -358.99223277465273 -108.87537360069433 53.14580475651228 50.295067358313474 91.79052191558495 130.3087072361219 -366.6233975812908 -175.62863353082827 -88.76526403266467 19.986995546579095 87.50323930364192 129.38256514075823 -366.6233975812908 -108.30725534811475 52.91836111099879 43.958484861841264 87.50323930364198 129.3825651407582
14.0 -347.0302307786565 -173.10383504043483 -89.52589355369712 24.411293114961076 89.85756953707286 137.45684002515958 -347.0302307786565 -105.6871414981986 51.72088163891701 53.439056059273746 89.85756953707286 137.45684002515958 -353.0812492698435 -170.64804035324133 -86.74136806220525 21.377035870505118 85.70966406944443 137.4484310479516 -353.0812492698435 -104.89629684571102 51.404903557916 47.28775141314672 85.70966406944449 137.4484310479516
15.0 -337.2447637635949 -168.9768736561121 -87.70001750742627 25.68075439928964 88.02738139882936 144.33433341021032 -337.2447637635949 -102.87122302690899 50.44948213874878 56.50596361563487 88.02738139882936 144.33433341021032 -342.0716315816966 -166.21295285926658 -84.85316089232788 22.728196613749354 84.03488208412926 145.2041183242502 -342.0716315816966 -101.92512362810828 50.069228040318016 50.56108273789508 84.03488208412931 145.2041183242502
16.0 -329.0588796010581 -165.2114212712417 -85.95635599158553 26.90444057380599 86.2937627325596 150.9588737147524 -329.0588796010581 -100.36929829859125 49.310405749235116 59.500018696314875 86.2937627325596 150.9588737147524 -332.9565267147802 -162.24047510065157 -83.08922608152639 24.040795339499958 82.46913710609846 152.66212121526706 -332.9565267147802 -99.32031371169336 48.88506973057176 53.77742631906452 82.46913710609849 152.662121215267
17.0 -322.0883503689309 -161.75988486324067 -84.29139935601287 28.08453621454143 84.65094057742932 157.3469815515318 -322.0883503689309 -98.13467442899098 48.286115402456275 62.42519860062711 84.65094057742932 157.3469815515318 -325.2948313013401 -158.66392356176848 -81.439420746565 25.315281418430963 81.00365226508876 159.83545893826877 -325.2948313013401 -97.02343824641895 47.83080528571716 56.93624956649622 81.00365226508879 159.8354589382687
18.0 -316.066832909344 -158.58353279344323 -82.70185898402086 29.223191316031677 83.09361436431548 163.51419416951757 -316.066832909344 -96.1295415100081 47.36189333230965 65.28541167242982 83.09361436431548 163.51419416951757 -318.77211947221855 -155.4290777558376 -79.89468580462443 26.5522549825724 79.63062998261248 166.7392000077722 -318.77211947221855 -94.98753011185039 46.888505249983524 60.037521068620094 79.6306299826125 166.73920000777213
19.0 -310.80341307769913 -155.65043099580575 -81.18458918822893 30.322363959040928 81.6171004818053 169.4751951139805 -310.80341307769913 -94.32291521231537 46.5253530138229 68.08433200956924 81.6171004818053 169.4751951139805 -313.1584105683062 -152.49133576139604 -78.44687227695627 27.75255383246992 78.34296818177368 173.3891761074305 -313.1584105683062 -93.17440950351104 46.0432240445549 63.081744545130405 78.34296818177371 173.3891761074305
20.0 -306.1573795527027 -152.93394946907475 -79.73658051985203 29.72979059010088 80.21687493944381 165.6222733985699 -306.1573795527027 -92.68914541236985 45.766001097258055 66.61603412564412 80.21687493944381 165.6222733985699 -308.28167651831154 -149.81371721270264 -77.08861924477199 27.30587463808648 77.13424977720982 168.49184218515 -308.28167651831154 -91.55281987932676 45.28242755534518 61.94439678243634 77.13424977720985 168.49184218515
21.0 -302.022514596675 -150.41164839263698 -78.3549685998718 29.162762580664737 78.88885814664125 162.02617223517302 -302.022514596675 -91.20680188058112 45.074877381083034 65.238105353881 78.88885814664125 162.02617223517302 -304.01070835224107 -147.365090688967 -75.81326630922985 26.882739051735143 75.99865013816827 164.03935018558246 -304.01070835224107 -90.09676029225005 44.595531899295125 60.88332408199316 75.9986501381683 164.0393501855824
22.0 -298.31692991533544 -148.0644416145623 -77.03698351347691 28.620521017071315 77.62915630326474 158.66207392051223 -298.31692991533544 -89.85783570836693 44.444327598824955 63.943994861292566 77.62915630326474 158.66207392051223 -300.2436572743282 -145.11924082219005 -74.61476957363405 26.481728522641866 74.93080867909741 159.97774880958747 -300.2436572743282 -88.78464027453424 43.97354827755643 59.892073916766975 74.93080867909742 159.97774880958747
23.0 -294.97634671035854 -145.8759552355645 -75.77998715226133 28.102302984254067 76.43417262321165 155.50860195671095 -294.97634671035854 -88.62693486440543 43.867740148328444 62.727790725272506 76.43417262321165 155.50860195671095 -296.9002761205741 -143.05383669385415 -73.48761733672828 26.10142715521819 73.92597377342805 156.26137327629365 -296.9002761205741 -87.598314733184 43.408815392190036 58.96477193431875 73.9259737734281 156.2613732762936
24.0 -291.9494397267382 -143.8319914915845 -74.5814313745079 27.607313313058103 75.30054396036654 152.54732731550195 -291.9494397267382 -87.50098474560785 43.339407567916 61.58410465085265 75.30054396036654 152.54732731550195 -293.9164675871888 -141.14973492110886 -72.42681091041744 25.740706799396683 72.97970001837562 152.85118473225862 -293.9164675871888 -86.5224464434391 42.89473409404818 58.09634731554656 72.97970001837568 152.85118473225856
25.0 -289.1946856758317 -141.9201896489111 -73.4388869760463 27.134765343403757 74.22510142906177 149.76220798554158 -289.1946856758317 -86.46872482328317 42.85434855188539 60.50804022552694 74.22510142906177 149.76220798554158 -291.24040859022824 -139.39041145686636 -71.42779375359265 25.39847453663588 72.08795326957737 149.71415475170102 -291.24040859022824 -85.54398299239911 42.42560066699915 57.28220038539801 72.08795326957741 149.714154751701
26.0 -286.678035314541 -140.12969956042355 -72.35001811495235 26.68389045199288 73.20487912732959 147.13922412214765 -286.678035314541 -85.52041835243932 42.408212812533584 59.49514031307974 73.20487912732959 147.13922412214765 -288.82975128173155 -137.76152512959538 -70.48628176201602 25.07363082336059 71.24706439004075 146.82141488797046 -288.82975128173155 -84.65176061555749 41.996586609612095 56.518100422212434 71.24706439004082 146.8214148879704
27.0 -284.37124387165574 -138.4509328697077 -71.31256948915797 26.253913048468853 72.237068668129 144.66592517563237 -284.37124387165574 -84.64759961986321 41.99719399065971 58.54130814003044 72.237068668129 144.66592517563237 -286.64948816682954 -136.2505629300618 -69.59841886240038 24.765176337537827 70.45359079511812 144.14800755326846 -286.64948816682954 -83.83618291803134 41.60342112446287 55.80025015259148 70.45359079511815 144.14800755326837
28.0 -282.2506336394599 -136.8753628333352 -70.32437365947177 25.844063285318022 71.3190011825322 142.33130826731036 -282.2506336394599 -83.84286990120026 41.617938756329316 57.64277553320064 71.3190011825322 142.33130826731036 -284.67047852786294 -134.8465422178388 -68.76066089487183 24.472166357163747 69.70438621964117 141.67248875976014 -284.6704785278629 -83.08894967396779 41.242375622346586 55.12519607166487 69.70438621964118 141.67248875976003
29.0 -280.2961816683153 -135.3953654684038 -69.38334736681844 25.453578914308878 70.44817065229805 140.12573815243715 -280.2961816683153 -83.09973487553339 41.26748118058374 56.796066397405326 70.44817065229805 140.12573815243715 -282.868252653436 -133.5397881115663 -67.96973176450473 24.193779412081774 68.99653021226757 139.37603786451052 -282.868252653436 -82.40285984971487 40.91019510454609 54.48986441925605 68.9965302122676 139.37603786451047
30.0 -278.4907473180696 -134.00408811245885 -68.48747898899522 25.081703933741366 69.62228345588142 138.04047095719022 -278.4907473180696 -82.41246966749947 40.94319738200734 55.99796241883879 69.62228345588142 138.04047095719022 -281.22209855872006 -132.32174086081173 -67.22260605459901 23.929180774844482 68.32742099728667 137.24215011467612 -281.22209855872006 -81.77163981774997 40.60402058520006 53.891390039033105 68.32742099728671 137.24215011467604
31.0 -276.8196073644194 -132.69534984208207 -67.6348356052533 24.72770051179901 68.83902808472536 136.06760158804815 -276.8196073644194 -81.77601589651944 40.64274913324913 55.245486905423874 68.83902808472536 136.06760158804815 -279.71436319568744 -131.18479139164435 -66.51648482723634 23.67754347810019 67.69453786239093 135.2562185425244 -279.71436319568744 -81.18979593954677 40.321337130709885 53.32711194291848 67.69453786239097 135.25621854252438
32.0 -275.2699992614021 -131.46354670020457 -66.82356116885506 24.390845640440368 68.09629976258974 134.20001269031974 -275.2699992614021 -81.18588387676824 40.36404420282025 54.535876646775094 68.09629976258974 134.20001269031974 -278.3299143423637 -130.12215631535375 -65.8487818423274 23.43817705371273 67.09567130836878 133.40532884949636 -278.3299143423637 -80.65250646945947 40.05991493908174 52.79468365798338 67.0956713083688 133.40532884949624
33.0 -273.8307846259232 -130.30354164326715 -66.0518246784585 24.070428454368443 67.39209701822273 132.43124220922485 -273.8307846259232 -80.63803997116503 40.10525438409565 53.86655778247565 67.39209701822273 132.43124220922485 -277.0557169288838 -129.12777278449542 -65.21710397937137 23.210409315529155 66.52864567141717 131.67800671283072 -277.0557169288838 -80.15552972818644 39.81777384350168 52.291930333135696 66.52864567141718 131.67800671283067
34.0 -272.49218313176374 -129.21067481833254 -65.31791630713899 23.76574969959273 66.72445183330593 130.75539317626328 -272.49218313176374 -80.12891378461215 39.86468619862187 53.23512659479731 66.72445183330593 130.75539317626328 -275.8804280486253 -128.19617569214358 -64.6192037537459 22.99359582121619 65.99150899763264 130.06400932451803 -275.8804280486253 -79.69509348843748 39.593180892498886 51.816842369816186 65.99150899763265 130.06400932451794
35.0 -271.2455591143355 -128.18065876246177 -64.6201487841618 23.476134718050776 66.09158198174227 129.16705077498943 -271.2455591143355 -79.65529138576329 39.64085659816581 52.639346666866786 66.09158198174227 129.16705077498943 -274.79419995031714 -127.32246412350219 -64.05301424739687 22.787147265056117 65.4824649373936 128.5541496033217 -274.79419995031714 -79.26787244950899 39.38457113652585 51.367590612612936 65.48246493739363 128.55414960332163
36.0 -270.08324834341346 -127.20954337238557 -63.95692641962512 23.200952463210434 65.49172067748326 127.6611977997834 -270.08324834341346 -79.2142781301302 39.43239962958776 52.077154243129556 65.49172067748326 127.6611977997834 -273.7884030758301 -126.50219479890976 -63.51661602279654 22.590506244460038 64.99976412602533 127.14019026429366 -273.7884030758301 -78.87089121883885 39.19054311685513 50.942487319122975 64.99976412602535 127.14019026429361
37.0 -268.9984278616559 -126.29369637316711 -63.326687697081454 22.939542632824896 64.92321390961688 126.23332267754962 -268.9984278616559 -78.80327712880852 39.23810612578426 51.54657007060939 64.92321390961688 126.23332267754962 -272.85544687874926 -125.7313563002174 -63.0082222174946 22.403143862795627 64.54189247324076 125.81473851834184 -272.85544687874926 -78.50150721891924 39.00984188499344 50.53997133158648 64.54189247324076 125.8147385183418
38.0 -267.98496896661135 -125.42974171305991 -62.727949071519 22.691308473182033 64.38451086034502 124.8791203774282 -267.98496896661135 -78.41992623955898 39.056861865196446 51.045784477471926 64.38451086034502 124.8791203774282 -271.9886326562452 -125.00630334762351 -62.526158236699914 22.22456900829594 64.10735120557864 124.57115698310054 -271.9886326562452 -78.15735283337405 38.84135077330799 50.15860767272198 64.10735120557864 124.57115698310051
39.0 -267.03736425217767 -124.61456189282147 -62.15926845458557 22.455639872280983 63.874081562800626 123.59467096922977 -267.03736425217767 -78.06209875219 38.88767039755808 50.57306784482951 63.874081562800626 123.59467096922977 -271.1820294991392 -124.3237164352765 -62.06887911951188 22.054296169047767 63.694811351086706 123.40316771783037 -271.1820294991392 -77.83630219239642 38.684048531839665 49.797045709191636 63.694811351086706 123.40316771783037
40.0 -266.15063958467493 -123.84525095331668 -61.61926876272993 22.2319679129823 63.390520992781155 122.37625605189506 -266.15063958467493 -77.72785536031546 38.72961592202159 50.126818377787764 63.390520992781155 122.37625605189506 -270.43036447807214 -123.68057732571043 -61.63492049356462 21.891898949954562 63.303002540221705 122.30536703081276 -270.43036447807214 -77.53645314292048 38.53703740592296 49.45406746956237 63.303002540221705 122.30536703081276
41.0 -265.3203090285945 -123.1191052701954 -61.10661906169647 22.01973525419857 62.93246236502871 121.22043896943738 -265.3203090285945 -77.41543387711862 38.58187129469233 49.705523649459344 62.93246236502871 121.22043896943738 -269.7289337517633 -123.07412181543162 -61.22293199886689 21.736957900179714 62.93057834910492 121.27264939180961 -269.7289337517633 -77.25608558803417 38.39948915530032 49.12852607091256 62.93057834910494 121.27264939180961
42.0 -264.54227728347064 -122.43360496381463 -60.620044772263626 21.818402678250294 62.49860520074223 120.12397074039941 -264.54227728347064 -77.12322983059053 38.44367747976381 49.30776045553464 62.49860520074223 120.12397074039941 -269.0735341736828 -122.50181942391974 -60.83164317735902 21.589088005733135 62.57652283876908 120.30045089043467 -269.0735341736828 -76.9936459112146 38.270662509731324 48.81936781434877 62.5765228387691 120.30045089043465
43.0 -263.81282514065737 -121.78639466138786 -60.15831916262981 21.627461103205835 62.08773541611116 119.08381381226306 -263.81282514065737 -76.84977662815506 38.31434326590126 48.93220103329206 62.08773541611116 119.08381381226306 -268.46039321323065 -121.96135182581081 -60.459845645869585 21.447918134131747 62.239775857159586 119.38457589379775 -268.4603932132306 -76.7477310617632 38.1499067327334 48.525605727603214 62.23977585715961 119.38457589379772
44.0 -263.1285545007996 -121.17528228457186 -59.72026618057242 21.446406351812847 61.698662536356174 118.09710005585274 -263.1285545007996 -76.59374376744638 38.19323430894839 48.57758133766092 61.698662536356174 118.09710005585274 -267.8861026959112 -121.45058966104033 -60.10646385514017 21.313103540933675 61.91938077512543 118.5211364036766 -267.8861026959112 -76.51706986722513 38.03657514005134 48.24632738403041 61.91938077512545 118.52113640367658
45.0 -262.4863463435449 -120.59817829355444 -59.304767180097144 21.27476973136746 61.33027970580435 117.16112508901641 -262.4863463435449 -76.35387618918492 38.079759088899316 48.24272773600115 61.33027970580435 117.16112508901641 -267.34761239964786 -120.96757658010046 -59.770448502867744 21.184315913438898 61.614406465105404 117.70663775268414 -267.34761239964786 -76.300510478698 37.93012158573867 47.980680541628786 61.61440646510542 117.70663775268414
46.0 -261.88334766359276 -120.05315884911889 -58.9107393483455 21.11208753521627 60.98150811740099 116.27333614143564 -261.88334766359276 -76.12905659964261 37.97338433667206 47.9265209666199 60.98150811740099 116.27333614143564 -266.8421534176207 -120.51050186058691 -59.450826767144314 21.061247823028754 61.32401054601391 116.9377779606934 -266.8421534176207 -76.09699704745029 37.83003798588339 47.72787390400102 61.32401054601393 116.93777796069337
47.0 -261.3169283471163 -119.53840420807973 -58.53711696570709 20.957925825966814 60.65131663958922 115.43131171720461 -261.3169283471163 -75.91824429445613 37.873648186161375 47.62791771634536 60.65131663958922 115.43131171720461 -266.36721269942336 -120.0777027045294 -59.14668879426644 20.943608932069253 61.04738131969984 116.21160318756549 -266.36721269942336 -75.90557507403449 37.73585870002625 47.48716951826292 61.047381319699866 116.21160318756546
48.0 -260.78466837675126 -119.05220259154514 -58.18293149090514 20.811862252718214 60.33877492807461 114.6327659430495 -260.78466837675126 -75.72047896558611 37.78007318618557 47.345928136601685 60.33877492807461 114.6327659430495 -265.9205173467213 -119.66763733627094 -58.85717115086624 20.83112435149327 60.78377593789255 115.52533684908838 -265.9205173467213 -75.725367889825 37.647168570473724 47.25787797705145 60.78377593789257 115.52533684908835
49.0 -260.28434601922606 -118.5929579613021 -57.847224167430326 20.67349527737572 60.0430215387021 113.87552037943976 -260.28434601922606 -75.53488851510494 37.692250292844626 47.079622082596025 60.0430215387021 113.87552037943976 -265.49999688052037 -119.27888469682328 -58.581482960277285 20.723545857370972 60.53248460097656 114.87646419802593 -265.4999968805203 -75.555579723841 37.56356798838046 47.03936741865758 60.53248460097658 114.8764641980259
50.0 -259.8138717665128 -118.15914711213843 -57.5290760386065 20.542436502255573 59.7631223975858 113.15749937252878 -259.8138717665128 -75.36064674543972 37.6098038147636 46.828118176822 59.7631223975858 113.15749937252878 -265.1037673316415 -118.91012542581981 -58.31885593930851 20.62062784179725 60.292867175513244 114.262516115425 -265.1037673316415 -75.39547878052714 37.484716869366544 46.831036071734104 60.29286717551327 114.26251611542497
51.0 -259.371339578182 -117.74935998862586 -57.2276338851832 20.418312522803145 59.498248950798114 112.47672382668105 -259.371339578182 -75.19701357211365 37.53236085974595 46.590582999080354 59.498248950798114 112.47672382668105 -264.73009876136996 -118.56013550901571 -58.068597296548454 20.52211832089317 60.0642907703664 113.68139513268709 -264.73009876136996 -75.24439310381825 37.41027395947182 46.63230063566928 60.06429077036642 113.68139513268707
52.0 -258.95497528630943 -117.36224835860672 -56.94205054388877 20.30078636335782 59.24765330147524 111.83140009383541 -258.95497528630943 -75.0432845670518 37.459608012707506 46.36625078040564 59.24765330147524 111.83140009383541 -264.37742217199406 -118.22778042295674 -57.83002644501407 20.427817867456483 59.846122342124374 113.13099642721532 -264.37742217199406 -75.10170775303443 37.3399558836234 46.44265444807593 59.84612234212439 113.13099642721531
53.0 -258.5631279541209 -116.99655514665226 -56.6715382453814 20.189527547685756 59.0105777679652 111.2197267526101 -258.5631279541209 -74.89882041203664 37.39123361864265 46.15439015800389 59.0105777679652 111.2197267526101 -264.0442937031668 -117.91200811956853 -57.60253155502959 20.33751650873399 59.63784883613856 112.60949850481894 -264.0442937031668 -74.96686013031908 37.27347353809445 46.26160090593261 59.63784883613857 112.60949850481893
54.0 -258.19427388913914 -116.65108857867767 -56.41534200368821 20.084201318778547 58.786284531342986 110.63999833284817 -258.19427388913914 -74.76302179694781 37.326951381087156 45.954290950028216 58.786284531342986 110.63999833284817 -263.72938954521095 -117.61183886492012 -57.38551307273468 20.251004450384126 59.4389589824729 112.1150997361875 -263.72938954521095 -74.83933092086005 37.21058463367305 46.08866297400196 59.43895898247292 112.11509973618747
55.0 -257.846977911294 -116.32472483726235 -56.172726808532936 19.98451066063106 58.57411556000098 110.09065621435587 -257.846977911294 -74.63533258203704 37.26651018968181 45.76530576008303 58.57411556000098 110.09065621435587 -263.43149441019204 -117.32635755867916 -57.17842601351839 20.168114765109312 59.248937257855125 111.64621152159594 -263.43149441019204 -74.71863818823974 37.151046151560905 45.92342616165251 59.248937257855154 111.64621152159592
56.0 -257.5199237367225 -116.01640872548552 -55.943013154745934 19.89017012882897 58.37345643478123 109.57013193632304 -257.5199237367225 -74.51524103269601 37.209655155298485 45.586821177116164 58.37345643478123 109.57013193632304 -263.1494908800184 -117.05471404593914 -56.98072883411375 20.08866778531707 59.06734947096234 111.20128462539995 -263.1494908800184 -74.6043401170727 37.09466358733218 45.76547922149608 59.06734947096236 111.20128462539994
57.0 -257.21186453358354 -115.72513614321032 -55.725537856609996 19.800891930383084 58.1836660222385 109.07698034816943 -257.21186453358354 -74.40226308272709 37.15616451264214 45.418241807018816 58.1836660222385 109.07698034816943 -262.88234034567097 -116.79611503163855 -56.79194354733087 20.012493794627414 58.89376617000897 110.77892673084578 -262.88234034567097 -74.49602828482448 37.04122464770626 45.6144361615612 58.893766170008995 110.77892673084574
58.0 -256.92165357157046 -115.4499689549809 -55.519670985208506 19.71641784066393 58.00416759740593 108.60984427370953 -256.92165357157046 -74.29595768148612 37.10582988799196 45.25902182899071 58.00416759740593 108.60984427370953 -262.62909215924054 -116.54982172854018 -56.6116369315963 19.939445772320266 58.727755514758954 110.37780460189975 -262.62909215924054 -74.39332658471085 36.99051525098613 45.46994788695057 58.72775551475897 110.37780460189973
59.0 -256.64820660284306 -115.19001390785432 -55.324821267353215 19.636502594405574 57.83443388530466 108.16737009422818 -256.64820660284306 -74.19590659062969 37.05844838830684 45.108646482141424 57.83443388530466 108.16737009422818 -262.38886499885865 -116.31513932089229 -56.439340381117276 19.869366651921887 58.56895229271304 109.99669385115138 -262.38886499885865 -74.29588246030022 36.94239868544613 45.33166785398858 58.56895229271306 109.99669385115138
60.0 -256.3905198087057 -114.94443967712424 -55.14041282509693 19.56089911061578 57.673938666279504 107.74832300502828 -256.3905198087057 -74.10173192855763 37.013843784019784 44.966615546701284 57.673938666279504 107.74832300502828 -262.1608470859061 -116.09141939782413 -56.27465410087306 19.802116777051285 58.41699863676269 109.63444262352385 -262.1608470859061 -74.2033700436064 36.89670570800417 45.199279749587575 58.416998636762706 109.63444262352384
61.0 -256.1476483518606 -114.71245178554591 -54.96590765710828 19.489383599192717 57.52217534034568 107.35151174333993 -256.1476483518606 -74.01307202832274 36.97184158486894 44.832468216366195 57.52217534034568 107.35151174333993 -261.9442911944122 -115.87805871042751 -56.11720287137548 19.737570443922838 58.27153663908084 109.28999103188211 -261.9442911944122 -74.11549041916531 36.85327730100832 45.07249305117394 58.27153663908087 109.28999103188208
62.0 -255.91871087278972 -114.49328209848825 -54.800791006268504 19.42174503582008 57.378684428091695 106.97578146117466 -255.91871087278972 -73.92957172604221 36.93228176273302 44.705771145454904 57.378684428091695 106.97578146117466 -261.7384930032832 -115.67448999594848 -55.966600685616505 19.675597828341576 58.13225574801497 108.96234725690353 -261.7384930032832 -74.03196365129504 36.81199845424065 44.9510232655464 58.132255748015 108.9623472569035
63.0 -255.70288179959314 -114.28623069307781 -54.64457095116889 19.35777267378104 57.24303450148816 106.62006997436633 -255.70288179959314 -73.85092449889913 36.89501720363355 44.58610451311497 57.24303450148816 106.62006997436633 -261.54280879915416 -115.48018139247066 -55.82251647672223 19.616082480458847 57.99885307775035 108.65050507198126 -261.54280879915416 -73.95252923316599 36.77272837567302 44.834608554355036 57.99885307775036 108.65050507198129
64.0 -255.4993901352459 -114.09063689844578 -54.496794057017134 19.297273627639186 57.11478885679799 106.28333770338452 -255.4993901352459 -73.7768444853953 36.85989602638041 44.47307939132906 57.11478885679799 106.28333770338452 -261.35663497672624 -115.29464035033054 -55.684627198771224 19.558910874743006 57.87102673552177 108.35362876294175 -261.35663497672624 -73.87695101067574 36.73534678466397 44.722998600216165 57.87102673552178 108.35362876294175
65.0 -255.3075159220711 -113.90585801065595 -54.35701341417879 19.240066803907844 56.99354961206464 105.9646002932372 -255.3075159220711 -73.70704609228552 36.826792130470245 44.36633062597379 56.99354961206464 105.9646002932372 -261.1794172686853 -115.11739448618067 -55.5526137726263 19.50396842219656 57.74851442519506 108.0708892027645 -261.1794172686853 -73.8049985835567 36.69975614831137 44.61595010963532 57.748514425195076 108.07088920276452
